id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4361918444,https://doi.org/10.1158/1078-0432.22458947.v1,Supplementary Figure 1 from Circulating Cell-Free Tumor DNA Analysis of 50 Genes by Next-Generation Sequencing in the Prospective MOSCATO Trial,2023,preprint,0,green,,,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",Cancer Research,,,,,,Alexander M.M. Eggermont; Alfredo Romero; Amélie Boichard; Antoine Hollebecque; Charles Ferté; Christophe Massard; Cécile Jovelet; Céline Lefèbvre; Ecaterina Ileana; Fabrice André; Gilles Vassal; Jean‐Charles Soria; Jean‐Yves Scoazec; Ludovic Lacroix; Marc Deloger; Marie‐Cécile Le Deley; Marion Pedrero; Maud Ngo‐Camus; Nathalie Droin; Nelly Motté; Noémie Pata-Merci; Philippe Vielh; Silvia Rosellini; Sophie Postel‐Vinay; Thierry de Baère,,Biology; Computational biology; DNA sequencing; Gene; Genetics,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4361938020,https://doi.org/10.1158/1078-0432.22478075.v1,Supplementary Figures from A Diagnostic Biopsy-Adapted Immunoscore Predicts Response to Neoadjuvant Treatment and Selects Patients with Rectal Cancer Eligible for a Watch-and-Wait Strategy,2023,preprint,0,green,,,Cancer Immunotherapy and Biomarkers,Medicine,Oncology,,,,,,Alfredo Romero; Amos Kirilovsky; Ana Cabanne; Ana-Maria Muşină; Angelita Habr‐Gama; Anne Jouret‐Mourin; Audelaure Junca; Bernhard Mlecnik; Carine El Sissy; Carlos Carvalho; Carlos Vaccaro; Christine Lagorce; Daniel Léonard; David Tougeron; Eduardo Huertas; Enrique Roca; Florence Marliot; Franck Pagès; Frédéric Bibeau; Guy Zeitoun; J. Doyen; Jean‐Pierre Gérard; Juan Pablo Santino; Jérôme Galon; Marc Van den Eynde; Maria-Gabriela Aniţei; Nacilla Haicheur; Nuno Figueiredo; Rodrigo Oliva Perez; Soledad Iseas; Tessa Fredriksen; Viorel Scripcariu,,Biopsy; Breast cancer; Cancer; Colorectal cancer; Internal medicine; Medicine; Neoadjuvant therapy; Oncology; Radiology,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4361938033,https://doi.org/10.1158/1078-0432.22478072.v1,Supplementary Tables from A Diagnostic Biopsy-Adapted Immunoscore Predicts Response to Neoadjuvant Treatment and Selects Patients with Rectal Cancer Eligible for a Watch-and-Wait Strategy,2023,supplementary-materials,0,green,,,Cancer Immunotherapy and Biomarkers,Medicine,Oncology,,,,,,Alfredo Romero; Amos Kirilovsky; Ana Cabanne; Ana-Maria Muşină; Angelita Habr‐Gama; Anne Jouret‐Mourin; Audelaure Junca; Bernhard Mlecnik; Carine El Sissy; Carlos Carvalho; Carlos Vaccaro; Christine Lagorce; Daniel Léonard; David Tougeron; Eduardo Huertas; Enrique Roca; Florence Marliot; Franck Pagès; Frédéric Bibeau; Guy Zeitoun; J. Doyen; Jean‐Pierre Gérard; Juan Pablo Santino; Jérôme Galon; Marc Van den Eynde; Maria-Gabriela Aniţei; Nacilla Haicheur; Nuno Figueiredo; Rodrigo Oliva Perez; Soledad Iseas; Tessa Fredriksen; Viorel Scripcariu,,Biopsy; Breast cancer; Cancer; Chemotherapy; Colorectal cancer; Complete response; Internal medicine; Medicine; Neoadjuvant therapy; Oncology,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4361946855,https://doi.org/10.1158/1078-0432.c.6524090,Data from Circulating Cell-Free Tumor DNA Analysis of 50 Genes by Next-Generation Sequencing in the Prospective MOSCATO Trial,2023,preprint,0,green,,,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",Cancer Research,,,,,,Alexander M.M. Eggermont; Alfredo Romero; Amélie Boichard; Antoine Hollebecque; Charles Ferté; Christophe Massard; Cécile Jovelet; Céline Lefèbvre; Ecaterina Ileana; Fabrice André; Gilles Vassal; Jean‐Charles Soria; Jean‐Yves Scoazec; Ludovic Lacroix; Marc Deloger; Marie‐Cécile Le Deley; Marion Pedrero; Maud Ngo‐Camus; Nathalie Droin; Nelly Motté; Noémie Pata-Merci; Philippe Vielh; Silvia Rosellini; Sophie Postel‐Vinay; Thierry de Baère,,Biology; Cancer; Cell-free fetal DNA; Clinical trial; Concordance; Confidence interval; Fetus; Gastroenterology; Gene; Genetics; Internal medicine; Liquid biopsy; Medicine; Molecular biology; Mutation; Oncology; Pregnancy; Prenatal diagnosis,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4361947225,https://doi.org/10.1158/1078-0432.c.6529847,Data from A Diagnostic Biopsy-Adapted Immunoscore Predicts Response to Neoadjuvant Treatment and Selects Patients with Rectal Cancer Eligible for a Watch-and-Wait Strategy,2023,preprint,0,green,,,Cancer Immunotherapy and Biomarkers,Medicine,Oncology,,,,,,Alfredo Romero; Amos Kirilovsky; Ana Cabanne; Ana-Maria Muşină; Angelita Habr‐Gama; Anne Jouret‐Mourin; Audelaure Junca; Bernhard Mlecnik; Carine El Sissy; Carlos Carvalho; Carlos Vaccaro; Christine Lagorce; Daniel Léonard; David Tougeron; Eduardo Huertas; Enrique Roca; Florence Marliot; Franck Pagès; Frédéric Bibeau; Guy Zeitoun; J. Doyen; Jean‐Pierre Gérard; Juan Pablo Santino; Jérôme Galon; Marc Van den Eynde; Maria-Gabriela Aniţei; Nacilla Haicheur; Nuno Figueiredo; Rodrigo Oliva Perez; Soledad Iseas; Tessa Fredriksen; Viorel Scripcariu,,CD8; Cancer; Colorectal cancer; Gastroenterology; Immune system; Immunology; Internal medicine; Medicine,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4361952359,https://doi.org/10.1158/1078-0432.c.6524090.v1,Data from Circulating Cell-Free Tumor DNA Analysis of 50 Genes by Next-Generation Sequencing in the Prospective MOSCATO Trial,2023,preprint,0,green,,,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",Cancer Research,,,,,,Alexander M.M. Eggermont; Alfredo Romero; Amélie Boichard; Antoine Hollebecque; Charles Ferté; Christophe Massard; Cécile Jovelet; Céline Lefèbvre; Ecaterina Ileana; Fabrice André; Gilles Vassal; Jean‐Charles Soria; Jean‐Yves Scoazec; Ludovic Lacroix; Marc Deloger; Marie‐Cécile Le Deley; Marion Pedrero; Maud Ngo‐Camus; Nathalie Droin; Nelly Motté; Noémie Pata-Merci; Philippe Vielh; Silvia Rosellini; Sophie Postel‐Vinay; Thierry de Baère,,Biology; Cancer; Cell-free fetal DNA; Clinical trial; Concordance; Confidence interval; Fetus; Gastroenterology; Gene; Genetics; Internal medicine; Liquid biopsy; Medicine; Molecular biology; Mutation; Oncology; Pregnancy; Prenatal diagnosis,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4361953621,https://doi.org/10.1158/1078-0432.c.6529847.v1,Data from A Diagnostic Biopsy-Adapted Immunoscore Predicts Response to Neoadjuvant Treatment and Selects Patients with Rectal Cancer Eligible for a Watch-and-Wait Strategy,2023,preprint,0,green,,,Cancer Immunotherapy and Biomarkers,Medicine,Oncology,,,,,,Alfredo Romero; Amos Kirilovsky; Ana Cabanne; Ana-Maria Muşină; Angelita Habr‐Gama; Anne Jouret‐Mourin; Audelaure Junca; Bernhard Mlecnik; Carine El Sissy; Carlos Carvalho; Carlos Vaccaro; Christine Lagorce; Daniel Léonard; David Tougeron; Eduardo Huertas; Enrique Roca; Florence Marliot; Franck Pagès; Frédéric Bibeau; Guy Zeitoun; J. Doyen; Jean‐Pierre Gérard; Juan Pablo Santino; Jérôme Galon; Marc Van den Eynde; Maria-Gabriela Aniţei; Nacilla Haicheur; Nuno Figueiredo; Rodrigo Oliva Perez; Soledad Iseas; Tessa Fredriksen; Viorel Scripcariu,,Biopsy; Cancer; Colorectal cancer; Gastroenterology; Immunotherapy; Internal medicine; Medicine; Tumor-infiltrating lymphocytes,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4362398987,https://doi.org/10.1158/1078-0432.22458944,Supplementary Table 1 from Circulating Cell-Free Tumor DNA Analysis of 50 Genes by Next-Generation Sequencing in the Prospective MOSCATO Trial,2023,supplementary-materials,0,green,,,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",Cancer Research,,,,,,Alexander M.M. Eggermont; Alfredo Romero; Amélie Boichard; Antoine Hollebecque; Charles Ferté; Christophe Massard; Cécile Jovelet; Céline Lefèbvre; Ecaterina Ileana; Fabrice André; Gilles Vassal; Jean‐Charles Soria; Jean‐Yves Scoazec; Ludovic Lacroix; Marc Deloger; Marie‐Cécile Le Deley; Marion Pedrero; Maud Ngo‐Camus; Nathalie Droin; Nelly Motté; Noémie Pata-Merci; Philippe Vielh; Silvia Rosellini; Sophie Postel‐Vinay; Thierry de Baère,,Allele; Biology; Cell-free fetal DNA; Computer science; DNA sequencing; Data mining; Fetus; Gene; Genetics; Internal medicine; Medicine; Oncology; Pregnancy; Prenatal diagnosis; Table (database),A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4362432664,https://doi.org/10.1158/1078-0432.22458947,Supplementary Figure 1 from Circulating Cell-Free Tumor DNA Analysis of 50 Genes by Next-Generation Sequencing in the Prospective MOSCATO Trial,2023,preprint,0,green,,,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",Cancer Research,,,,,,Alexander M.M. Eggermont; Alfredo Romero; Amélie Boichard; Antoine Hollebecque; Charles Ferté; Christophe Massard; Cécile Jovelet; Céline Lefèbvre; Ecaterina Ileana; Fabrice André; Gilles Vassal; Jean‐Charles Soria; Jean‐Yves Scoazec; Ludovic Lacroix; Marc Deloger; Marie‐Cécile Le Deley; Marion Pedrero; Maud Ngo‐Camus; Nathalie Droin; Nelly Motté; Noémie Pata-Merci; Philippe Vielh; Silvia Rosellini; Sophie Postel‐Vinay; Thierry de Baère,,Biology; Computational biology; DNA sequencing; Electronic engineering; Engineering; Gene; Genetics; Internal medicine; Logistic regression; Mathematics; Medicine; Oncology; Receiver operating characteristic; Sensitivity (control systems); Statistics,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4309557988,https://doi.org/10.56969/oc.v24i1.49,Miocardiopatía por estrés asociada a quimioterapia,2022,article,0,hybrid,,Oncología Clínica,Takotsubo Cardiomyopathy and Associated Phenomena,Medicine,Cardiology and Cardiovascular Medicine,24,1,,,0.0,Alfredo Romero; Carlos Alberto da Silva; Cintia Novas; Ernesto Korbenfeld; Karina Vera; Laura Mendez; Lucas Datri; Luciana Bella Quero; M. Naveira; Mauro Dutto; Santiago Corsico; Victoria Faura,Hospital Británico; Hospital Británico de Buenos Aires,Medicine,A5110510421,https://openalex.org/A5110510421
https://openalex.org/W4323533382,https://doi.org/10.2460/javma.22.09.0409,Dilution of maropitant (Cerenia) in lactated Ringer solution prolongs subcutaneous drug absorption and reduces maximum plasma concentration,2023,article,0,bronze,,Journal of the American Veterinary Medical Association,Anesthesia and Pain Management,Medicine,Surgery,261,8,1160,1165,0.0,Brielle V. Rosa; Deborah E. Yee; Grace Onyeche Ochigbo; Julie Ménard,University of Calgary,Absorption (acoustics); Acoustics; Alternative medicine; Anesthesia; Beagle; Chemistry; Chromatography; Crossover study; Elimination rate constant; Internal medicine; Medicine; Pathology; Pharmacodynamics; Pharmacokinetics; Pharmacology; Physics; Placebo; Ringer's solution; Volume of distribution,A5108237524,https://openalex.org/A5108237524
https://openalex.org/W4321446140,https://doi.org/10.1155/2023/5224160,Canine Alveolar Echinococcosis: An Emerging and Costly Introduced Problem in North America,2023,article,7,gold,,Transboundary and Emerging Diseases,Parasitic infections in humans and animals,Medicine,Pathology and Forensic Medicine,2023,,1,10,2.383,Alessandro Massolo; Allison A. Hay; Andrew S. Peregrine; Caroline F. Frey; Danny J. Joffe; Emily Jenkins; Jamie L. Rothenburger; Janet E. Hill; Karen Gesy; Temitope U. Kolapo; Tim Spotswood; Yanyun Huang,Centre National de la Recherche Scientifique; Diagnostic Services Manitoba; Laboratoire Chrono-Environnement; University of Bern; University of Calgary; University of Guelph; University of Pisa; University of Saskatchewan; Université Bourgogne Franche-Comté,Alveolar echinococcosis; Echinococcosis; Echinococcus multilocularis; Environmental health; Histopathology; Medicine; Pathology; Population; Veterinary medicine,A5079324010,https://openalex.org/A5079324010
https://openalex.org/W4410556401,https://doi.org/10.1016/j.meegid.2025.105767,Three distinct forms of pneumocystis coexist in individuals of two species of deer mice (genus Peromyscus),2025,article,0,gold,,Infection Genetics and Evolution,Pneumocystis jirovecii pneumonia detection and treatment,Medicine,Epidemiology,132,,105767,105767,0.0,Claire M. Jardine; Jacob A. Esselstyn; Jamie L. Rothenburger; Joseph A. Kovacs; Li Peng; Liang Ma; Mark T. Swanson; Spenser Babb-Biernacki; Vinson P. Doyle,Chongqing Medical University; Houston Museum of Natural Science; Louisiana State University; National Institutes of Health; National Institutes of Health Clinical Center; The Affiliated Yongchuan Hospital of Chongqing Medical University; University of Calgary; University of Chicago; University of Guelph,Biology; Deer mouse; Ecology; Evolutionary biology; Genus; Peromyscus; Rodent; Zoology,A5079324010,https://openalex.org/A5079324010
https://openalex.org/W4396921108,https://doi.org/10.3390/jof10050355,Development of Highly Efficient Universal Pneumocystis Primers and Their Application in Investigating the Prevalence and Genetic Diversity of Pneumocystis in Wild Hares and Rabbits,2024,article,1,gold,,Journal of Fungi,Pneumocystis jirovecii pneumonia detection and treatment,Medicine,Epidemiology,10,5,355,355,0.72,Barbara Blasi; Christiane Weissenbacher‐Lang; Isabella Lin; Jamie L. Rothenburger; Joseph A. Kovacs; Liang Ma; Ousmane H. Cissé; Patrizia Danesi; Summer T. Hunter,Istituto Zooprofilattico Sperimentale delle Venezie; National Institutes of Health Clinical Center; University of Calgary; University of Veterinary Medicine Vienna,Biology; Ecology; Environmental health; Evolutionary biology; Fungal Diversity; Gene; Genetic diversity; Genetics; Medicine; Microbiology; Polymerase chain reaction; Population; Virology; Zoology,A5079324010,https://openalex.org/A5079324010
https://openalex.org/W4210821592,,Hepatic fibrosis and mineralization in a free-ranging barren-ground caribou (Rangifer tarandus groenlandicus) from the Northwest Territories.,2022,article,0,closed,,PubMed,Liver Disease Diagnosis and Treatment,Medicine,Epidemiology,63,2,157,160,0.0,Barry Blakley; H Dean Cluff; Heather Fenton; Jamie L. Rothenburger,Government of Northwest Territories; Ross University School of Veterinary Medicine,Biology; Geography,A5079324010,https://openalex.org/A5079324010
https://openalex.org/W4394738804,,Fetal maceration and partial retention of fetal bones in 2 mares.,2024,article,0,closed,,PubMed,Reproductive Physiology in Livestock,Agricultural and Biological Sciences,Agronomy and Crop Science,65,2,133,137,0.0,Jennifer Morrissey; Marie‐France Roy; Tova Pinsky,University of Calgary,Abortion; Biology; Composite material; Fetus; Genetics; Gestation; Gynecology; Internal medicine; Maceration (sewage); Materials science; Medicine; Obstetrics; Pregnancy; Uterus,A5110138668,https://openalex.org/A5110138668
https://openalex.org/W4317866649,https://doi.org/10.1371/journal.pbio.3001949,Community consensus on core open science practices to monitor in biomedicine,2023,article,31,gold,,PLoS Biology,Delphi Technique in Research,Social Sciences,Sociology and Political Science,21,1,e3001949,e3001949,20.092,Cassandra Gould van Praag; Clare L. Ardern; Daniel Strech; David Moher; Dean Fergusson; Delwen Franzen; Dylan Roskams-Edris; Emily S. Sena; Hermann Schätzl; Isabel O. L. Bacellar; Jamie Brehaut; Jo Anne Stratton; Juan Pablo Alperín; Justin Presseau; Kelly D. Cobey; Lars G. Hemkens; Marcos Britto Corrêa; Mauro Paschetta; Maximiliano Sérgio Cenci; Michael M. Hoffman; Nancy Camack; Nico Riedel; Renata Moraes Bielemann; Roberto Buccione; Rodrigo Costas; Stefanie Haustein; Thed N. van Leeuwen; Ugo Moschini; Ulrich Dirnagl; Valentina Pasquale; Valeria E. Rac,Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Diabetes Canada; Douglas College; Italian Institute of Technology; La Trobe University; Leiden University; McGill University; Montreal Neurological Institute and Hospital; Ottawa Hospital; Ottawa Hospital Research Institute; Princess Margaret Cancer Centre; Protein Metrics (United States); Simon Fraser University; Stanford University; Ted Rogers Centre for Heart Research; Toronto General Hospital; Toronto General Hospital Research Institute; Universidade Federal de Pelotas; University Health Network; University Hospital of Basel; University of Basel; University of British Columbia; University of Calgary; University of Edinburgh; University of Ottawa; University of Oxford; University of Toronto; University of Turin; Vector Institute; Vita-Salute San Raffaele University; Wellcome Centre for Integrative Neuroimaging,Artificial intelligence; Astronomy; Best practice; Biology; Botany; Citizen science; Computer science; Delphi method; Engineering; Engineering ethics; Epistemology; Law; Open science; Operationalization; Philosophy; Physics; Political science; Programming language; Psychiatry; Psychological intervention; Psychology; Public administration; Public relations; Science policy; Set (abstract data type),A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4224240643,https://doi.org/10.1093/brain/awac144,Clearance of variant Creutzfeldt–Jakob disease prions <i>in vivo</i> by the Hsp70 disaggregase system,2022,article,15,hybrid,,Brain,Prion Diseases and Protein Misfolding,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,145,9,3236,3249,1.455,Alana M. Thackray; Amy V. Nalls; Brian Lam; Candace K. Mathiason; Cristóbal Marrero-Winkens; Erin McNulty; Hermann Schätzl; Olivier Andréoletti; Raymond Bujdoso; Srivathsa S. Magadi; Walker S. Jackson,Colorado State University; Linköping University; Medical Research Council; University of Calgary; University of Cambridge; Wellcome Trust; Wellcome/MRC Institute of Metabolic Science; École Nationale Vétérinaire de Toulouse,Biology; Cell biology; Chaperone (clinical); Chemistry; Disease; Gene; Gene knockdown; Genetics; Heat shock protein; Hsp70; Medicine; Neurodegeneration; Neurotoxicity; Organic chemistry; Pathology; Protein aggregation; Proteotoxicity; Toxicity; Transgene; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4320032795,https://doi.org/10.1007/s00441-023-03749-7,Vaccines for prion diseases: a realistic goal?,2023,review,6,hybrid,,Cell and Tissue Research,Prion Diseases and Protein Misfolding,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,392,1,367,392,0.35,Hermann Schätzl; Scott Napper,University of Calgary; University of Saskatchewan,Antibody; Biology; Bovine spongiform encephalopathy; Chronic wasting disease; Disease; Epitope; Immune system; Immunology; Medicine; PRNP; Pathology; Prion protein; Scrapie; Transmissible spongiform encephalopathy; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4365515533,https://doi.org/10.3389/fimmu.2023.1156451,Oral vaccination as a potential strategy to manage chronic wasting disease in wild cervid populations,2023,review,3,gold,,Frontiers in Immunology,Prion Diseases and Protein Misfolding,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,14,,,,0.165,Hermann Schätzl; Scott Napper,University of Calgary; University of Saskatchewan,Biology; Bovine spongiform encephalopathy; Chronic wasting disease; Disease; Immune system; Immunology; Medicine; Pathology; Prion protein; Scrapie; Transmissible spongiform encephalopathy; Vaccination; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205170004,https://doi.org/10.1007/978-3-662-61781-6,Molekulare Virologie,2021,book,5,closed,,Springer eBooks,Animal Virus Infections Studies,Agricultural and Biological Sciences,Animal Science and Zoology,,,,,2.03,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Institute of Medical Microbiology and Hygiene; Leipzig University; Springer Nature (Germany); University of Calgary; University of Regensburg,Biology; Psychology; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4283690014,https://doi.org/10.1101/2022.06.27.22276964,Establishing a core set of open science practices in biomedicine: a modified Delphi study,2022,preprint,3,green,,medRxiv (Cold Spring Harbor Laboratory),Delphi Technique in Research,Social Sciences,Sociology and Political Science,,,,,,Cassandra Gould van Praag; Clare L. Ardern; Daniel Strech; David Moher; Dean Fergusson; Delwen Franzen; Dylan Roskams-Edris; Emily S. Sena; Hermann Schätzl; Isabel O. L. Bacellar; Jamie Brehaut; Jo Anne Stratton; Juan Pablo Alperín; Justin Presseau; Kelly D. Cobey; Lars G. Hemkens; Marcos Britto Corrêa; Mauro Paschetta; Maximiliano Sérgio Cenci; Michael M. Hoffman; Nancy Camack; Nico Riedel; Renata Moraes Bielemann; Roberto Buccione; Rodrigo Costas; Stefanie Haustein; Thed N. van Leeuwen; Ugo Moschini; Ulrich Dirnagl; Valentina Pasquale; Valeria E. Rac,Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Diabetes Canada; Douglas College; Italian Institute of Technology; La Trobe University; Leiden University; McGill University; Montreal Neurological Institute and Hospital; Ottawa Hospital; Ottawa Hospital Research Institute; Princess Margaret Cancer Centre; Simon Fraser University; Stanford University; Ted Rogers Centre for Heart Research; Toronto General Hospital; Toronto General Hospital Research Institute; Universidade Federal de Pelotas; University Health Network; University Hospital of Basel; University of Basel; University of British Columbia; University of Calgary; University of Edinburgh; University of Ottawa; University of Oxford; University of Toronto; University of Turin; Vector Institute; Vita-Salute San Raffaele University; Wellcome Centre for Integrative Neuroimaging,Artificial intelligence; Astronomy; Best practice; Computer science; Delphi method; Epistemology; Inclusion (mineral); Knowledge management; Law; Medical education; Medicine; Open science; Operationalization; Philosophy; Physics; Political science; Politics; Programming language; Psychology; Public relations; Set (abstract data type); Social psychology; Voting,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4293219409,https://doi.org/10.1007/978-3-662-61781-6_22,Erratum zu: Molekulare Virologie,2022,erratum,2,closed,,Springer eBooks,Transgenic Plants and Applications,"Biochemistry, Genetics and Molecular Biology",Biotechnology,,,E1,E2,,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Physics,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205215999,https://doi.org/10.1007/978-3-662-61781-6_13,Labormethoden zum Nachweis von Virusinfektionen,2021,book-chapter,1,closed,,Springer eBooks,Historical Medical Research and Treatments,Medicine,"Radiology, Nuclear Medicine and Imaging",,,145,159,0.0,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Art,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205381814,https://doi.org/10.1007/978-3-662-61781-6_7,Immunologie,2021,book-chapter,1,closed,,Springer eBooks,Immune Cell Function and Interaction,Immunology and Microbiology,Immunology,,,61,80,1.071,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Gynecology; Medicine,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205409728,https://doi.org/10.1007/978-3-662-61781-6_19,Viren mit doppelsträngigem DNA-Genom,2021,book-chapter,1,closed,,Springer eBooks,Animal Virus Infections Studies,Agricultural and Biological Sciences,Animal Science and Zoology,,,581,754,0.864,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Molecular biology; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205540351,https://doi.org/10.1007/978-3-662-61781-6_8,"Cytokine, Chemokine und Interferone",2021,book-chapter,1,closed,,Springer eBooks,Animal Disease Management and Epidemiology,Agricultural and Biological Sciences,Agronomy and Crop Science,,,81,96,0.691,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Medicine,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205566243,https://doi.org/10.1007/978-3-662-61781-6_16,"Viren mit einzelsträngigem, segmentiertem RNA-Genom in Negativstrangorientierung",2021,book-chapter,1,closed,,Springer eBooks,Viral Infections and Vectors,Medicine,Infectious Diseases,,,403,474,1.052,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Molecular biology; Philosophy,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205827027,https://doi.org/10.1007/978-3-662-61781-6_20,Viren mit einzelsträngigem DNA-Genom,2021,book-chapter,1,closed,,Springer eBooks,Animal Virus Infections Studies,Agricultural and Biological Sciences,Animal Science and Zoology,,,755,796,0.864,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; DNA; Genetics; Molecular biology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4206089532,https://doi.org/10.1007/978-3-662-61781-6_21,Prionen,2021,book-chapter,1,closed,,Springer eBooks,Prion Diseases and Protein Misfolding,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,,,797,816,0.746,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Medicine; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4206306835,https://doi.org/10.1007/978-3-662-61781-6_6,Transformation und Tumorbildung,2021,book-chapter,1,closed,,Springer eBooks,Virus-based gene therapy research,"Biochemistry, Genetics and Molecular Biology",Genetics,,,51,59,1.353,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Gene; Genetics; Rous sarcoma virus; Transformation (genetics); Virology; Virus,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4206403826,https://doi.org/10.1007/978-3-662-61781-6_18,RNA- und DNA-Viren mit reverser Transkription,2021,book-chapter,1,closed,,Springer eBooks,Viral gastroenteritis research and epidemiology,Medicine,Infectious Diseases,,,505,579,1.052,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Gynecology; Medicine; Molecular biology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4206573394,https://doi.org/10.1007/978-3-662-61781-6_17,"Viren mit doppelsträngigem, segmentiertem RNA-Genom",2021,book-chapter,1,closed,,Springer eBooks,Plant and Fungal Interactions Research,"Biochemistry, Genetics and Molecular Biology",Endocrinology,,,475,503,1.511,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Molecular biology; Philosophy,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4285533972,https://doi.org/10.1007/978-3-662-61781-6_14,Viren mit einzelsträngigem RNA-Genom in Plusstrangorientierung,2021,book-chapter,1,closed,,Springer eBooks,Animal Virus Infections Studies,Agricultural and Biological Sciences,Animal Science and Zoology,,,163,321,0.864,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Molecular biology; Philosophy,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4285550354,https://doi.org/10.1007/978-3-662-61781-6_15,"Viren mit einzelsträngigem, kontinuierlichem RNA-Genom in Negativstrangorientierung",2021,book-chapter,1,closed,,Springer eBooks,Respiratory viral infections research,Medicine,Epidemiology,,,323,401,1.5,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Biology; Virology,A5041791584,https://openalex.org/A5041791584
https://openalex.org/W4205183341,https://doi.org/10.1007/978-3-662-61781-6_10,Impfstoffe,2021,book-chapter,0,closed,,Springer eBooks,SARS-CoV-2 and COVID-19 Research,Medicine,Infectious Diseases,,,121,130,0.0,Hermann Schätzl; Susanne Modrow; Uwe Truyen,Leipzig University; University of Calgary; University of Regensburg,Gynecology; Medicine,A5041791584,https://openalex.org/A5041791584
